uid,video_path,question,answer,question_type,time_reference
2286,idZkam9zqAs.mp4,"Does P!nk kiss the bassist while performing in a light pink leather short jacket?
(A) Yes, she kisses the male bassist
(B) No, she does not kiss anyone
(C) No, she kisses the drummer
(D) Yes, she kisses the female bassist",A,['event understanding'],18:20-18:30
2287,idZkam9zqAs.mp4,"When P!nk performs wearing a light pink leather jacket, what is the main color of the lighting on the stage?
(A) Red
(B) Yellow
(C) Green
(D) Blue",A,['entity recognition'],18:40-18:50
2288,idZkam9zqAs.mp4,"Was the male bassist by P!nk's side the entire time when she performed in a furry pink top and blue skirt?
(A) No, he wasn't with P!nk at first and showed up later
(B) No, he was not on stage during this time
(C) No, he was with P!nk at first and then left
(D) Yes, he has always been by P!nk's side",D,['event understanding'],18:55-19:00
2290,idZkam9zqAs.mp4,"What does P!nk wear underneath when taking off her furry pink coat?
(A) White t-shirt
(B) White vest
(C) Black vest
(D) Black tights",B,['entity recognition'],24:05-24:05
2291,idZkam9zqAs.mp4,"How many people use the trampolines on stage during the performance?
(A) 5
(B) 4
(C) 2
(D) 3",B,['entity recognition'],24:09-24:09
2292,idZkam9zqAs.mp4,"Before the pink shopping cart prop appearing on stage, what shape of headgears do the people off the stage wear?
(A) Shape of TV
(B) Shape of mouth
(C) Shape of apple
(D) Shape of eye",B,['entity recognition'],24:15-24:15
2293,idZkam9zqAs.mp4,"When the three accompanying singers in black appear on the stage for the first time, how many keyboard players are behind them?
(A) 1
(B) 3
(C) 0
(D) 2",D,['key information retrieval'],45:07-45:07
2294,idZkam9zqAs.mp4,"In what posture does P!nk sing at 49:00?
(A) Kneeling position
(B) Lying down
(C) Standing posture
(D) Sitting position",D,"['entity recognition', 'temporal grounding']",49:00-49:00
2296,idZkam9zqAs.mp4,"From the subtitles at the beginning of the concert, where can we tell the place P!nk's tour could be?
(A) Paris and Vienna
(B) Paris and London
(C) Milan and Rome
(D) Rome and Vienna",A,['key information retrieval'],00:00-89:39
2297,idZkam9zqAs.mp4,"At 84:18 what color is the stage theme?
(A) Pink
(B) Blue
(C) Black
(D) Red",D,"['key information retrieval', 'temporal grounding']",84:18-84:18
2301,idZkam9zqAs.mp4,"How does P!nk interact with the audience in the final part of the show?
(A) She runs to the audiences
(B) She shakes hands with the audience
(C) She hugs the audiences
(D) She flies above the audiences",A,['entity recognition'],86:00-86:20
2303,idZkam9zqAs.mp4,"What color is the stage lighting when a solo dancer appears on the stage?
(A) Blue
(B) Red
(C) Pink
(D) Green",D,['entity recognition'],88:55-89:00
2362,xECIRjlxM3U.mp4,"When does the little mermaid appear for the first time?
(A) 03:55
(B) 03:40
(C) 04:40
(D) 02:40",B,"['event understanding', 'temporal grounding']",03:35-03:45
2367,xECIRjlxM3U.mp4,"What happens from 17:16-17:40?
(A) They quarrel
(B) They kiss
(C) They talk nicely
(D) They hug",A,"['temporal grounding', 'reasoning']",17:16-17:40
2370,xECIRjlxM3U.mp4,"What color is the prince's belt?
(A) Pink
(B) Red
(C) Black
(D) White",B,['entity recognition'],41:51-41:51
2371,xECIRjlxM3U.mp4,"When does the mermaid have legs?
(A) 65:35
(B) 65:55
(C) 66:55
(D) 66:35",B,"['event understanding', 'temporal grounding']",65:50-65:56
2372,xECIRjlxM3U.mp4,"What does the mermaid do when a group of seagulls are performing?
(A) She cries
(B) She stands up
(C) She wants to find another mermaid?
(D) She kneels down",B,"['event understanding', 'entity recognition']",68:25-68:59
2373,xECIRjlxM3U.mp4,"When does the prince and the mermaid meet face to face for the first time?
(A) 68:43
(B) 69:43
(C) 67:43
(D) 70:43",D,"['temporal grounding', 'event understanding', 'entity recognition']",70:40-70:45
2375,xECIRjlxM3U.mp4,"What is the first event that involves a group of maids wearing yellow hats?
(A) The mermaid has legs
(B) The mermaid disappears
(C) The mermaid takes a bath
(D) The mermaid changes the clothes",C,"['event understanding', 'entity recognition']",74:14-74:47
2376,xECIRjlxM3U.mp4,"What does the scene switch to after the mermaid gets dress at dawn?
(A) The ship
(B) The store
(C) The kitchen
(D) The sea",C,"['event understanding', 'entity recognition']",79:36-79:36
2378,xECIRjlxM3U.mp4,"What happens from 87:02-88:22?
(A) The prince and the mermaid dance together
(B) The prince and the mermaid kiss
(C) The prince and the mermaid eat together
(D) The prince and the mermaid hold the wedding",A,"['temporal grounding', 'event understanding']",87:02-88:22
2379,xECIRjlxM3U.mp4,"Who appears on the scene with two servants and a seashell in the background?
(A) The prince
(B) The fish
(C) The evil witch
(D) The merman",C,"['event understanding', 'entity recognition']",92:49-92:49
2380,xECIRjlxM3U.mp4,"Where are the prince and the mermaid before they go back to the palace?
(A) On the boat
(B) On a ship
(C) In the kitchen
(D) Beneath the sea",A,['event understanding'],97:39-97:39
2381,xECIRjlxM3U.mp4,"What words are written in the background for an event that involves a group of princesses or royal girls?
(A) The contest
(B) The decision
(C) The conceal
(D) The competition",A,"['key information retrieval', 'entity recognition']",106:10-106:10
2383,xECIRjlxM3U.mp4,"What happens from 110:35-110:44?
(A) The witch takes the mermaid away
(B) The witch makes a deal with the mermaid
(C) The prince takes the mermaid away
(D) The male marmaid takes the mermaid away",A,"['temporal grounding', 'event understanding']",110:35-110:44
2385,xECIRjlxM3U.mp4,"What does the mermaid do after the first time she and the merman hugs after she is taken away by the witch?
(A) The mermaid dances with the prince
(B) The mermaid saves the prince
(C) The mermaid has legs again
(D) The mermaid kneels down",D,['event understanding'],115:05-115:14
2386,xECIRjlxM3U.mp4,"Who helps the mermaid to grow legs again?
(A) The seagull
(B) The prince
(C) The witch
(D) A group of mermaids",D,['entity recognition'],116:15-116:27
2387,xECIRjlxM3U.mp4,"What is the last major event?
(A) The merman kills the witch
(B) The prince and another girl fall in love
(C) The prince and the mermaid hold a wedding
(D) The mermaid dies and transforms into bubbles",C,['event understanding'],119:37-120:25
2390,xECIRjlxM3U.mp4,"What is the final climax event?
(A) The prince dances with the mermaid
(B) The prince lifts the mermaid up
(C) The prince and the mermaid kiss
(D) The mermaid dies in front of the prince",C,['event understanding'],121:09-121:12
2391,xECIRjlxM3U.mp4,"What category does the video beloge to?
(A) Opera
(B) TV drama
(C) Musicals
(D) Acrobatics",C,['event understanding'],00:01-10:00
2392,o-gLbgpzCc8.mp4,"What type of video is this?
(A) Speech video
(B) News report
(C) Drama
(D) Documentary",C,['event understanding'],00:00-45:36
2393,o-gLbgpzCc8.mp4,"What is the first animal to appear on the stage?
(A) Horse
(B) Camel
(C) Sheep
(D) Dog",B,['entity recognition'],00:40-01:00
2394,o-gLbgpzCc8.mp4,"What crutch is the man in the cloak holding?
(A) Tiger head walking stick
(B) Dragon head crutch
(C) Sheep head walking stick
(D) Cobra crutch",D,['entity recognition'],02:37-02:37
2395,o-gLbgpzCc8.mp4,"What is the first kind of bird to appear on the stage?
(A) Bat
(B) Parrot
(C) Lark
(D) Sparrow",B,['entity recognition'],02:50-02:50
2396,o-gLbgpzCc8.mp4,"What color is the belt which worn by the character appear on stage first?
(A) Red
(B) White
(C) Black
(D) Blue",A,['entity recognition'],06:30-06:30
2398,o-gLbgpzCc8.mp4,"What color pants are the first woman dancing on stage wearing?
(A) Blue
(B) Purple
(C) Green
(D) Black",C,['entity recognition'],07:15-07:15
2400,o-gLbgpzCc8.mp4,"What color is the background of the stage when Aladdin is arrested by three men with knives?
(A) Blue and white
(B) Red and blue
(C) White and red
(D) Orange and red",C,['entity recognition'],07:30-07:40
2401,o-gLbgpzCc8.mp4,"When the black screen appears on the stage for the first time, from the perspective of the audience, from which direction does Aladdin appear?
(A) Upper left corner
(B) Lower left corner
(C) Upper right corner
(D) Lower right corner",C,['event understanding'],08:00-08:15
2407,o-gLbgpzCc8.mp4,"What kind of clothes does the genie wear when he appears for the second time?
(A) Black suit
(B) Golden suit
(C) Blue suit
(D) White suit",D,['entity recognition'],19:30-20:00
2408,o-gLbgpzCc8.mp4,"What are the actors not doing among the audience?
(A) Hug the audience
(B) Toss and catch
(C) Riding an elephant
(D) Riding horses",A,['event understanding'],24:00-24:00
2411,o-gLbgpzCc8.mp4,"When the Buddha statue appears, how many people are next to it?
(A) 2
(B) 3
(C) 1
(D) 4",B,['entity recognition'],32:30-32:50
2413,o-gLbgpzCc8.mp4,"When the actors take their final call, how many people in white and purple clothes are the first to appear on the stage?
(A) 14
(B) 12
(C) 11
(D) 13",C,['event understanding'],35:00-36:00
2414,o-gLbgpzCc8.mp4,"When the genie of the magic lamp comes on stage for the curtain call, what is he holding in his hand?
(A) A plastic bag
(B) A suitcase
(C) A basket
(D) A leather bag",B,['entity recognition'],38:40-39:00
2417,o-gLbgpzCc8.mp4,"Where does the red fruit that Aladdin give to the princess come from?
(A) He picked it from the tree
(B) He bought it from the fruit merchant
(C) He stole it from the fruit cart
(D) He stole it from the basket behind someone else's back",D,['event understanding'],43:20-43:30
2453,QWXlvx1GoTY.mp4,"Which moderator is the last to speak?
(A) The hostess of the green skirt
(B) The male host in a black suit
(C) The male host in the blue jacket
(D) The hostess in a green suit",A,['entity recognition'],00:06-00:14
2454,QWXlvx1GoTY.mp4,"What is written on the top dark blue board at 01:31?
(A) Conference City
(B) Summit Forum
(C) Meeting Village
(D) Meet the Engineer",C,"['temporal grounding', 'key information retrieval']",01:31-01:31
2455,QWXlvx1GoTY.mp4,"What color are the cups on the table of the two presenters?
(A) Red
(B) Write
(C) Blue
(D) Black",D,['entity recognition'],03:04-03:21
2456,QWXlvx1GoTY.mp4,"What color is the hostess of the first set of live hosts they connected wearing?
(A) Grey suit
(B) Black suit
(C) Red suit
(D) Dark blue suit",C,['entity recognition'],05:18-05:25
2457,QWXlvx1GoTY.mp4,"Who interviews Rodney Clark?
(A) The male host in the green suit
(B) The hostess in a black suit
(C) The male host in the blue suit
(D) The hostess in the red suit",D,['entity recognition'],13:50-14:05
2459,QWXlvx1GoTY.mp4,"Who is interviewed before Nieves Navarro?
(A) Britney Bartlett
(B) Steve Multer
(C) Rodney Clark
(D) Carrie Palin",D,['event understanding'],20:04-20:25
2463,QWXlvx1GoTY.mp4,"Who is the second person to speak on stage?
(A) Carrie Palin
(B) Jonathan Davidson
(C) Rodney Clark
(D) Britney Bartlett",B,['event understanding'],42:12-42:35
2465,QWXlvx1GoTY.mp4,"Jonathan Davidson shows a video about what brand during his talk?
(A) Saint Laurent
(B) Gucci
(C) Dior
(D) L'Oreal",D,['event understanding'],51:15-53:23
2466,QWXlvx1GoTY.mp4,"What is written in the orange circle in the picture that appears at 69:20?
(A) WEB
(B) APP
(C) AWS
(D) PCI",C,"['temporal grounding', 'key information retrieval']",69:18-69:30
2468,QWXlvx1GoTY.mp4,"How many women are there to speak on the stage?
(A) 3
(B) 0
(C) 1
(D) 2",D,['entity recognition'],35:00-139:55
2469,QWXlvx1GoTY.mp4,"Which guest does Ronak Desai invite on stage in the middle of his speech?
(A) Steve Multer
(B) Britney Bartlett
(C) Carrie Palin
(D) Petek Ergul",D,['entity recognition'],100:23-100:55
2473,QWXlvx1GoTY.mp4,"What does Fletcher Previn do when he gets on stage?
(A) He hugs the man on the stage
(B) He high-fives the man on the stage
(C) He bows to the man on the stage
(D) He shakes hands with the man on the stage",B,['entity recognition'],132:45-132:55
2474,QWXlvx1GoTY.mp4,"What is the video doing at the beginning?
(A) The staff is helping the host make up at that time
(B) The staff is explaining the process to the host at that time
(C) The staff is repairing the microphone for the host at that time
(D) The staff is helping the host with his hairstyle",D,['event understanding'],00:04-00:06
2475,QWXlvx1GoTY.mp4,"What's the name of the host in the green skirt?
(A) Steve Multer
(B) Petek Ergul
(C) Nish Parkar
(D) Carrie Palin",C,['key information retrieval'],00:53-00:55
2476,QWXlvx1GoTY.mp4,"How many chairs are there in the picture at 01:42?
(A) 3
(B) 0
(C) 1
(D) 2",A,"['entity recognition', 'temporal grounding']",01:42-01:44
2477,QWXlvx1GoTY.mp4,"How many times does Jeetu Patel speak on stage?
(A) 2
(B) 1
(C) 3
(D) 4",A,['event understanding'],35:00-139:55
2561,-hgaSElC3wU.mp4,"What is the planet hanging on the stage background?
(A) Sun
(B) Earth
(C) Moon
(D) Mars",C,['entity recognition'],14:00-14:02
2565,-hgaSElC3wU.mp4,"What kind of hat does the little boy wear?
(A) Cowboy hat
(B) Beret
(C) Baseball cap
(D) Top hat",B,['entity recognition'],30:33-30:33
2567,-hgaSElC3wU.mp4,"From how other cats treat the cat with the white cane, we can infer about its status?
(A) There is no such thing as status for cats
(B) Its status is very high
(C) Its status is very low
(D) Its status is similar to theirs",B,"['reasoning', 'entity recognition']",35:00-35:54
2568,-hgaSElC3wU.mp4,"What is the game the two children play with the two calico cats?
(A) Over under relay
(B) Tag
(C) Duck, duck, goose
(D) Leapfrog",D,"['event understanding', 'reasoning', 'entity recognition']",40:23-41:00
2573,-hgaSElC3wU.mp4,"What color skirts do cats holding white fans wear?
(A) Blue
(B) White
(C) Black
(D) Red",B,['entity recognition'],73:02-73:50
2574,-hgaSElC3wU.mp4,"How do cats communicate their thoughts?
(A) By reciting
(B) By sleeping
(C) By singing
(D) By talking",C,"['event understanding', 'entity recognition']",83:00-83:10
2576,-hgaSElC3wU.mp4,"Which movement does the cat, wearing a sparkling black suit, black bow tie, and tight pants, perform?
(A) Split
(B) Moonwalk
(C) Twerk
(D) Krump",A,['entity recognition'],89:58-89:58
2580,-hgaSElC3wU.mp4,"What letter is on the black board placed on the second floor of the background? 
(A) Matches
(B) Poker
(C) Fire
(D) Stop",A,"['key information retrieval', 'event understanding']",80:22-80:22
2641,hROKtPqktO8.mp4,"What is she doing on the stairs at 08:00?
(A) She is finding something interestiong on the stairs
(B) She is so drunk to wander downstairs
(C) She is jumping downstairs
(D) She is dancing clown dance",D,"['event understanding', 'temporal grounding']",07:55-08:10
2642,hROKtPqktO8.mp4,"After the vlogger sees a dog with an advertisement from the company named Smitten, camera changes to the scene with ___.
(A) Sea, rocks and mountain
(B) Sea, beach and mountain
(C) Sea, beach and trees
(D) Sea, rocks and trees",A,"['event understanding', 'entity recognition']",08:40-08:40
2646,hROKtPqktO8.mp4,"What posture does the vlogger use to take the photo in 12:53?
(A) Hands on hips
(B) Lean on the bridge
(C) Scissorhands
(D) Open arms",D,"['entity recognition', 'temporal grounding']",12:20-13:00
2647,hROKtPqktO8.mp4,"What are the words on the warning sign the vlogger first notices?
(A) Attention Hotspring
(B) Attention Volcano
(C) Danger Volcano
(D) Danger Hotspring",D,['key information retrieval'],14:00-14:15
2651,hROKtPqktO8.mp4,"Which objects appears at 16:46?
(A) A barbecue grill
(B) A table
(C) A book
(D) A keyboard",D,"['entity recognition', 'temporal grounding']",16:45-17:00
2652,hROKtPqktO8.mp4,"What does the vlogger do after swimming in a hot spring?
(A) She digs into the water
(B) She finds a sauna with nobody in it
(C) She finds a new spring with nobody in it
(D) She finds a cave with nobody in it",D,['event understanding'],19:00-20:00
2654,hROKtPqktO8.mp4,"What is the first warn on the warning sign in the volcano skali?
(A) Do not walk on the lava
(B) Attention
(C) Do not throw anything at the lava
(D) Do not make carvings on the lava",A,['key information retrieval'],21:15-21:30
2657,hROKtPqktO8.mp4,"Why can't the vlogger close her mouth at 28:00?
(A) Because the food is so delicious
(B) Because the food tastes weird
(C) Because the food is so hard
(D) Because her jaw is dislocated",B,"['reasoning', 'temporal grounding']",27:30-28:12
2658,hROKtPqktO8.mp4,"What does the vlogger do on the third day?
(A) She watches bread being made in a restaurant, visits a waterfall, eats at a restaurant, and then sees the aurora
(B) She eats at a restaurant, watches bread being made, visits a river, and then sees the aurora
(C) She watches bread being made by the sea, visits a waterfall, eats at a restaurant, and then sees the aurora
(D) She enjoys the sea, visits a waterfall, eats at a restaurant, and then sees the aurora",C,"['summarization', 'key information retrieval']",23:26-28:50
2664,tH_5YbklevQ.mp4,"What is this video introducing?
(A) My First Time in New Delhi
(B) My First Time in Jakarta
(C) My First Time in Tokyo
(D) My First Time in Singapore",B,"['event understanding', 'key information retrieval']",00:00-57:25
2665,tH_5YbklevQ.mp4,"Where is the first destination the vlogger goes to?
(A) Subway Station
(B) Shopping mall
(C) Airport
(D) Dining room",A,['event understanding'],01:00-02:30
2672,tH_5YbklevQ.mp4,"What does the guy in green who rides a motorcycle with the plate number B 5237 FLM do to the vlogger?
(A) Make a yeah gesture to the author
(B) Kiss the author on the check
(C) Make a discriminatory gesture towards the author
(D) Give a high five to the author",A,"['entity recognition', 'key information retrieval']",14:16-14:18
2673,tH_5YbklevQ.mp4,"What color hat is the person communicating with the vlogger wearing before entering the national monument?
(A) Red
(B) Black
(C) Dark blue
(D) White",C,['entity recognition'],18:00-18:10
2674,tH_5YbklevQ.mp4,"What color is the door of the national monument in the video?
(A) Dark blue
(B) Red
(C) Green
(D) Black",C,['entity recognition'],19:40-19:55
2675,tH_5YbklevQ.mp4,"What might be the most likely reason the vlogger doesn't enter the national monument on the first day?
(A) Because it's closed on Monday
(B) Because foreigners are not allowed to enter
(C) Because the author does not have enough money to buy a ticket
(D) Because the author has other things to do",A,['reasoning'],19:00-20:00
2677,tH_5YbklevQ.mp4,"What happens to the vlogger between 21:50-22:30?
(A) The vlogger asks a staff member
(B) The vlogger buys a drink
(C) The vlogger buys a food coupon
(D) The vlogger buys a ticket",D,"['event understanding', 'temporal grounding', 'entity recognition']",21:50-22:30
2678,tH_5YbklevQ.mp4,"What is the temperature like when the vlogger entered the national monument?
(A) Mild
(B) Cool
(C) Cold
(D) Intense heat",D,['event understanding'],23:00-24:00
2680,tH_5YbklevQ.mp4,"What is the color of the vlogger's sunglasses frame?
(A) Orange
(B) Red
(C) Black
(D) Blue",A,['entity recognition'],20:15-28:00
2682,tH_5YbklevQ.mp4,"Where does the vlogger go after crossing the street that has a no parking sign?
(A) Church
(B) Hotel
(C) Mall
(D) Subway station",A,"['event understanding', 'key information retrieval']",35:00-36:00
2683,tH_5YbklevQ.mp4,"How is the weather after the vlogger walking out of the church?
(A) Windy
(B) Rainy
(C) Cloudy
(D) Sunny",C,"['entity recognition', 'event understanding']",37:00-38:00
2684,tH_5YbklevQ.mp4,"Where does the vlogger go after leaving the church?
(A) Mall
(B) Hotel
(C) Subway Station
(D) Airport",B,['event understanding'],37:00-43:00
2685,tH_5YbklevQ.mp4,"What kind of transportation does the vlogger use to get back to the hotel?
(A) Bus
(B) Bike
(C) Motorcycle
(D) Taxi",C,['event understanding'],37:00-43:00
2689,tH_5YbklevQ.mp4,"What is the most possible relationship between the woman in white robe and the vlogger?
(A) Teacher-student relationship
(B) Friendship
(C) Brother-sister relationship
(D) Boyfriend and girlfriend",D,['reasoning'],43:00-43:30
2692,tH_5YbklevQ.mp4,"Where does the vlogger go to after having a very American style meal?
(A) Bedroom
(B) Dining room
(C) Swimming Pool
(D) Bathroom",C,"['entity recognition', 'event understanding']",54:30-56:00
2723,USfvmoalqsw.mp4,"Where does the vlogger travel to?
(A) Bhutan
(B) Indonesia
(C) China
(D) India",A,"['key information retrieval', 'event understanding']",00:04-00:06
2725,USfvmoalqsw.mp4,"What happens between the vlogger's arrive and exit the airport?
(A) Picks up the luggage, buys a simcard, checks the currency, go pass the boarder protection
(B) Picks up the luggage, buys a simcard
(C) Picks up the luggage, buys a simcard, checks the currency
(D) Picks up the luggage, checks the currency",B,['summarization'],01:37-02:49
2728,USfvmoalqsw.mp4,"Why does the vlogger wear a white accessory?
(A) It is culture cloth to give to the guests
(B) It is a gift from his girlfriend
(C) It is a fashion piece for newest trend
(D) It is a tool for sun protection",A,['reasoning'],03:10-03:14
2729,USfvmoalqsw.mp4,"Where does the vlogger go first after landing in the city?
(A) A cultural center
(B) A local market
(C) A grocery and gift store
(D) An iconic landmark",C,['event understanding'],03:49-03:49
2731,USfvmoalqsw.mp4,"How many percentage of the land is covered in forest mentioned in the video?
(A) 60
(B) 70
(C) 40
(D) 50",B,['key information retrieval'],05:37-05:37
2732,USfvmoalqsw.mp4,"What happens between the vlogger's leave from the clothing shop and before the Bhutan promotional video?
(A) He goes pass a bridge that is above a river, takes picture in front of a temple, goes to his hotel, checks the hotel and eats lunch
(B) He goes pass a bridge that is above a river, takes picture in front of a temple, drives the car back to his hotel by himself, checks the hotel and eats lunch
(C) He takes picture in front of a temple, goes pass a bridge that is above a river, goes to his hotel, checks the hotel and eats lunch
(D) He takes picture in front of a temple, goes pass a bridge that is above a river, drives the car back to his hotel by himself, checks the hotel and eats lunch",C,"['summarization', 'event understanding']",03:44-09:41
2733,USfvmoalqsw.mp4,"Why is the vlogger happy to see two Bhutanese who wear brown clothes and fake leaves hats?
(A) They are dancing and giving traditional gifts to the vlogger
(B) They are giving traditional gifts to the vlogger and are genuinely happy
(C) They are dancing and are genuinely happy
(D) They are dancing, giving traditional gifts to the vlogger and are genuinely happy",C,"['entity recognition', 'reasoning']",11:53-12:18
2736,USfvmoalqsw.mp4,"What is the video time interval that the vlogger visit the cultural center?
(A) 11:35-16:15
(B) 11:35-14:15
(C) 10:35-14:15
(D) 10:35-16:15",C,"['event understanding', 'temporal grounding']",10:35-14:15
2739,USfvmoalqsw.mp4,"What does the vlogger do after he tries a traditional hat and before he visits the white and red building?
(A) He visits the zoo, walks in the forest, talks to a boy in green shirt in the forest and visits a local market
(B) He visits the zoo, walks in the forest, visits a local market and talks to a boy in green shirt in the market
(C) He walks in the forest, visits a local market, visits the zoo, and talks to a boy in green shirt in the zoo
(D) He walks in the forest, visits the zoo, visits a local market and talks to a boy in green shirt in the market",B,['summarization'],25:29-35:56
2741,USfvmoalqsw.mp4,"What is the best word that describes the local market?
(A) Historic
(B) Simple
(C) Chaotic
(D) Fancy",B,['entity recognition'],30:56-35:45
2746,USfvmoalqsw.mp4,"Why does the vlogger's team park the car on the side of the road?
(A) They want to eat some fresh corn
(B) They want to make some friends
(C) They want to drink some water
(D) The car has something wrong",A,['event understanding'],49:20-49:36
2747,USfvmoalqsw.mp4,"What might be the most common type of grain in this city?
(A) Wheat
(B) Quinoa
(C) Rice
(D) Bread",C,"['reasoning', 'entity recognition']",56:10-56:10
2750,USfvmoalqsw.mp4,"What color of the jacket does Sophia wear when she sees the crane status?
(A) Pink
(B) Black
(C) White
(D) Blue",A,"['event understanding', 'entity recognition']",91:05-91:07
2751,USfvmoalqsw.mp4,"Where does the vlogger go at 104:44?
(A) A school
(B) An office
(C) A zoo
(D) A park",A,"['event understanding', 'temporal grounding']",104:44-104:44
2753,evYm0cELO3I.mp4,"Who is the owner of Gourment Conch Salad?
(A) Dino
(B) Jonny
(C) Conny
(D) Sonny",A,"['entity recognition', 'key information retrieval']",21:58-22:02
2754,evYm0cELO3I.mp4,"Which animal appears at 00:07?
(A) Manatee
(B) Sea turtle
(C) Lobster
(D) Clownfish",C,"['entity recognition', 'temporal grounding']",00:07-00:07
2756,evYm0cELO3I.mp4,"Which animal does the vlogger hold on a boat?
(A) Starfish
(B) Jellyfish
(C) Lobster
(D) Conch",D,"['event understanding', 'entity recognition']",17:35-17:35
2757,evYm0cELO3I.mp4,"Miko goes from sea to ___.
(A) The land
(B) The sea
(C) The seabeach
(D) The boat",D,"['event understanding', 'key information retrieval']",16:46-16:50
2759,evYm0cELO3I.mp4,"What is the name of the vlogger?
(A) Sonny
(B) Alan Brown
(C) Jonny
(D) Conny",A,"['key information retrieval', 'entity recognition']",01:50-01:55
2762,evYm0cELO3I.mp4,"What happens from 02:45-04:00?
(A) There is a continuous clips. The basic information about The Bahama
(B) There are lots of short clips. The basic information about the Montagu Beach Fish Market
(C) There is a continuous clips. The basic information about the Montagu Beach Fish Market
(D) There are lots of short clips. The basic information about The Bahama",D,"['summarization', 'temporal grounding']",02:45-04:00
2763,evYm0cELO3I.mp4,"What happens from 04:19-04:45?
(A) Sonny tastes Lobster Quesadilla
(B) The chef cooks Bohemain Lobster
(C) The chef cooks Lobster Quesadilla
(D) Sonny tastes Bohemain Lobster",C,"['temporal grounding', 'event understanding']",04:19-04:45
2764,evYm0cELO3I.mp4,"What happens from 04:50-05:20?
(A) Sonny tastes Bohemain Lobster
(B) The chef cooks Lobster Quesadilla
(C) The chef cooks Bohemain Lobster
(D) Sonny tastes  Lobster Quesadilla",D,"['temporal grounding', 'event understanding']",04:50-05:20
2766,evYm0cELO3I.mp4,"How does Maxine Smith prepare the lobster?
(A) She splits the lobster in half and stir fries it
(B) She chops the lobster and grills it
(C) She chops the lobster and stir fries it
(D) She splits the lobster in half and grills it",D,"['entity recognition', 'event understanding']",06:51-06:55
2767,evYm0cELO3I.mp4,"How does the vlogger eat the grilled lobster?
(A) Fork
(B) Hand and fork
(C) Hand, fork and knife
(D) Hand",B,['entity recognition'],06:33-07:20
2768,evYm0cELO3I.mp4,"Why does Sonny look so expected at 07:27?
(A) He wants to eat the Lobster Quesadilla
(B) He wants to eat the Bohemian Lobster
(C) He wants to start the maritime navigation
(D) He enjoys the juicy cheese",B,"['reasoning', 'temporal grounding']",07:27-07:27
2769,evYm0cELO3I.mp4,"What does the vlogger wear?
(A) An earring
(B) A scarf
(C) A ring
(D) A headband",D,['entity recognition'],00:00-90:18
2770,evYm0cELO3I.mp4,"What does Sonny look so happy at 08:23?
(A) He eats the delicious lobster guts
(B) He eats the delicious cheese
(C) He eats the delicious lobster tail
(D) He eats the delicious chunks of the lobster",D,"['reasoning', 'temporal grounding']",08:23-08:23
2771,evYm0cELO3I.mp4,"Where does the vlogger and crab catcher catch a carb?
(A) Cave
(B) Sea
(C) Land
(D) Beach",C,['event understanding'],53:30-57:07
2773,evYm0cELO3I.mp4,"Why does the vlogger take the whole tail of a lobster out?
(A) To split more easily
(B) To ask the price
(C) To eat more easily
(D) To show the size",D,['reasoning'],09:05-09:15
2776,evYm0cELO3I.mp4,"What happens from 24:46-25:12?
(A) Sonny tastes  Lobster Quesadilla
(B) Sonny tastes Bohemian Lobster
(C) Sonny tastes Kung Fruit Salad
(D) The chef cooks Lobster Quesadilla",C,"['temporal grounding', 'event understanding']",24:46-25:12
2778,evYm0cELO3I.mp4,"Who is Shay?
(A) The chef of the Captain's table
(B) The founder of Mongu Beach Fish Market
(C) The food expert who makes the video
(D) The chef of the Frankie Gone Bananas",A,['entity recognition'],25:50-25:54
2779,evYm0cELO3I.mp4,"What does the man do from 28:43-29:14?
(A) The man cooks a conch
(B) The man tastes a conch
(C) The man cooks a lobster
(D) The man tastes a lobster",A,"['temporal grounding', 'event understanding']",28:43-29:14
2780,evYm0cELO3I.mp4,"What is the name of MT. Pleasant Fishing Lodge's chef?
(A) Amber
(B) Alan Brown
(C) Jupy
(D) Emerson",D,['key information retrieval'],50:45-50:51
2781,evYm0cELO3I.mp4,"What does Kishley cook for the vlogger?
(A) Johnny Cakes
(B) Amputated Crabs
(C) Boar Soup
(D) Peppa Pig Pepper",A,['entity recognition'],59:40-60:10
2783,RbpKkvlHYTw.mp4,"Which city does the vlogger first go to?
(A) Incheon
(B) Busan
(C) Yesan
(D) Seoul",A,"['key information retrieval', 'event understanding']",00:00-01:54
2786,RbpKkvlHYTw.mp4,"What is the first food the vlogger eat?
(A) Budae-jjigae
(B) Hangover stew
(C) Oriental roast chicken
(D) Casseroles",B,['entity recognition'],02:46-05:10
2787,RbpKkvlHYTw.mp4,"How does the vlogger get to Hannam?
(A) By plane
(B) By subway
(C) By train
(D) By car",B,['event understanding'],08:00-09:00
2788,RbpKkvlHYTw.mp4,"What is the vlogger's first meal in Hannam?
(A) Beggar's chicken
(B) Hangover stew
(C) Kiln-roasted chicken
(D) Oriental roast chicken",D,['entity recognition'],09:00-12:18
2790,RbpKkvlHYTw.mp4,"How many pictures of food are on the menu at 17:49?
(A) 6
(B) 5
(C) 11
(D) 10",C,"['entity recognition', 'temporal grounding']",17:45-17:55
2795,RbpKkvlHYTw.mp4,"How many meals does the vlogger eat in Seoul?
(A) 8
(B) 6
(C) 7
(D) 5",A,['event understanding'],00:00-101:00
